InternalName;FormName;BattlerEnemyY;EggMoves;id;Name;GrowthRate;Rareness;HiddenAbility;EffortPoints;RegionalNumbers;WildItemUncommon;Compatibility;Kind;BattlerAltitude;StepsToHatch;BattlerPlayerY;Incense;GenderRate;Evolutions;Pokedex;BaseEXP;WildItemCommon;Abilities;Habitat;Weight;Color;BaseStats;Height;Shape;Moves;Type1;WildItemRare;Happiness;Type2
WIGGLYTUFF;;14;;40;Wigglytuff;Fast;50;FRISK;3,0,0,0,0,0;40,45;;Fairy;Balloon;0;2805;0;;0.75;;Its fur is the ultimate in luxuriousness. Sleeping alongside a Wigglytuff is simply divine. Its body expands seemingly without end when it inhales.;191;;CUTECHARM;Grassland;12.0;Pink;140,70,45,45,75,50;1.0;12;1,SING,1,DISABLE,1,DEFENSECURL,1,DOUBLESLAP;NORMAL;;70;
ZUBAT;;20;BRAVEBIRD,CURSE,DEFOG,FEINTATTACK,GIGADRAIN,GUST,HYPNOSIS,NASTYPLOT,PURSUIT,QUICKATTACK,STEELWING,WHIRLWIND,ZENHEADBUTT;41;Zubat;Medium;255;INFILTRATOR;0,0,0,1,0,0;41,37;;Flying;Bat;15;4080;0;;0.5;GOLBAT,Level,22;While living in pitch-black caverns, their eyes gradually grew shut and deprived them of vision. They use ultrasonic waves to detect obstacles.;49;;INNERFOCUS;Cave;7.5;Purple;40,45,35,55,30,40;0.8;9;1,LEECHLIFE,4,SUPERSONIC,8,ASTONISH,12,BITE,15,WINGATTACK,19,CONFUSERAY,23,SWIFT,26,AIRCUTTER,30,ACROBATICS,34,MEANLOOK,37,POISONFANG,41,HAZE,45,AIRSLASH;POISON;;70;FLYING
GOLBAT;;15;;42;Golbat;Medium;90;INFILTRATOR;0,0,0,2,0,0;42,38;;Flying;Bat;14;4080;0;;0.5;CROBAT,Happiness,;Its fangs easily puncture even thick animal hide. It loves to feast on the blood of people and Pokemon. It flits about in darkness and strikes from behind.;159;;INNERFOCUS;Cave;55.0;Purple;75,80,70,90,65,75;1.6;9;1,SCREECH,1,LEECHLIFE,1,SUPERSONIC,1,ASTONISH,4,SUPERSONIC,8,ASTONISH,12,BITE,15,WINGATTACK,19,CONFUSERAY,24,SWIFT,28,AIRCUTTER,33,ACROBATICS,38,MEANLOOK,42,POISONFANG,47,HAZE,52,AIRSLASH;POISON;;70;FLYING
ODDISH;;24;AFTERYOU,CHARM,FLAIL,INGRAIN,NATUREPOWER,RAZORLEAF,SECRETPOWER,SYNTHESIS,TEETERDANCE,TICKLE;43;Oddish;Parabolic;255;RUNAWAY;0,0,0,0,1,0;43,83;;Grass;Weed;0;5355;0;;0.5;GLOOM,Level,21;This Pokemon grows by absorbing moonlight. During the daytime, it buries itself in the ground, leaving only its leaves exposed to avoid detection by its enemies.;64;;CHLOROPHYLL;Grassland;5.4;Blue;45,50,55,30,75,65;0.5;7;1,ABSORB,5,SWEETSCENT,9,ACID,13,POISONPOWDER,15,STUNSPORE,17,SLEEPPOWDER,21,MEGADRAIN,25,LUCKYCHANT,29,NATURALGIFT,33,MOONLIGHT,37,GIGADRAIN,41,PETALDANCE;GRASS;;70;POISON
GLOOM;;22;;44;Gloom;Parabolic;120;STENCH;0,0,0,0,2,0;44,84;;Grass;Weed;0;5355;0;;0.5;VILEPLUME,Item,LEAFSTONE,BELLOSSOM,Item,SUNSTONE;A horribly noxious honey drools from its mouth. One whiff of the honey can result in memory loss. Some fans are said to enjoy this overwhelming stink, however.;138;;CHLOROPHYLL;Grassland;8.6;Blue;60,65,70,40,85,75;0.8;12;1,ABSORB,1,SWEETSCENT,1,ACID,5,SWEETSCENT,9,ACID,13,POISONPOWDER,15,STUNSPORE,17,SLEEPPOWDER,23,MEGADRAIN,29,LUCKYCHANT,35,NATURALGIFT,41,MOONLIGHT,47,GIGADRAIN,53,PETALDANCE;GRASS;;70;POISON
VILEPLUME;;18;;45;Vileplume;Parabolic;45;EFFECTSPORE;0,0,0,0,3,0;45,85;;Grass;Flower;0;5355;0;;0.5;;In seasons when it produces more pollen, the air around a Vileplume turns yellow with the powder as it walks. The pollen is highly toxic and causes paralysis.;216;;CHLOROPHYLL;Grassland;18.6;Red;75,80,85,50,100,90;1.2;12;1,MEGADRAIN,1,AROMATHERAPY,1,STUNSPORE,1,POISONPOWDER,53,PETALDANCE,65,SOLARBEAM;GRASS;;70;POISON
PARAS;;33;AGILITY,BUGBITE,COUNTER,CROSSPOISON,ENDURE,FLAIL,LEECHSEED,METALCLAW,NATURALGIFT,PSYBEAM,PURSUIT,SCREECH,SWEETSCENT;46;Paras;Medium;190;DAMP;0,1,0,0,0,0;46,70;BIGMUSHROOM;Bug,Grass;Mushroom;0;5355;0;;0.5;PARASECT,Level,24;A Paras has parasitic tochukaso mushrooms growing on its back. They grow by drawing nutrients from the host. They are valued as a medicine for long life.;57;TINYMUSHROOM;EFFECTSPORE,DRYSKIN;Forest;5.4;Red;35,70,55,25,45,55;0.3;14;1,SCRATCH,6,STUNSPORE,6,POISONPOWDER,11,LEECHLIFE,17,FURYCUTTER,22,SPORE,27,SLASH,33,GROWTH,38,GIGADRAIN,43,AROMATHERAPY,49,RAGEPOWDER,54,XSCISSOR;BUG;BALMMUSHROOM;70;GRASS
PARASECT;;21;;47;Parasect;Medium;75;DAMP;0,2,1,0,0,0;47,71;BIGMUSHROOM;Bug,Grass;Mushroom;0;5355;0;;0.5;;Parasect are known to infest the roots of large trees en masse and drain nutrients. When an infested tree dies, they move onto another tree all at once.;142;TINYMUSHROOM;EFFECTSPORE,DRYSKIN;Forest;29.5;Red;60,95,80,30,60,80;1.0;14;1,CROSSPOISON,1,SCRATCH,1,STUNSPORE,1,POISONPOWDER,1,LEECHLIFE,6,STUNSPORE,6,POISONPOWDER,11,LEECHLIFE,17,FURYCUTTER,22,SPORE,29,SLASH,37,GROWTH,44,GIGADRAIN,51,AROMATHERAPY,59,RAGEPOWDER,66,XSCISSOR;BUG;BALMMUSHROOM;70;GRASS
VENONAT;;16;AGILITY,BATONPASS,BUGBITE,GIGADRAIN,MORNINGSUN,RAGEPOWDER,SCREECH,SECRETPOWER,SIGNALBEAM,SKILLSWAP,TOXICSPIKES;48;Venonat;Medium;190;RUNAWAY;0,0,0,0,0,1;48,109;;Bug;Insect;0;5355;0;;0.5;VENOMOTH,Level,31;Its coat of thin, stiff hair that covers its entire body is said to have evolved for protection. Its large eyes never fail to spot even miniscule prey.;61;;COMPOUNDEYES,TINTEDLENS;Forest;30.0;Purple;60,55,50,45,40,55;1.0;12;1,TACKLE,1,DISABLE,1,FORESIGHT,5,SUPERSONIC,11,CONFUSION,13,POISONPOWDER,17,LEECHLIFE,23,STUNSPORE,25,PSYBEAM,29,SLEEPPOWDER,35,SIGNALBEAM,37,ZENHEADBUTT,41,POISONFANG,47,PSYCHIC;BUG;;70;POISON
VENOMOTH;;18;;49;Venomoth;Medium;75;WONDERSKIN;0,0,0,1,1,0;49,110;SHEDSHELL;Bug;Poison Moth;15;5355;0;;0.5;;Venomoth are nocturnal--they only are active at night. Their favorite prey are insects that gather around streetlights, attracted by the light in the darkness.;158;;SHIELDDUST,TINTEDLENS;Forest;12.5;Purple;70,65,60,90,90,75;1.5;13;1,SILVERWIND,1,TACKLE,1,DISABLE,1,FORESIGHT,1,SUPERSONIC,5,SUPERSONIC,11,CONFUSION,13,POISONPOWDER,17,LEECHLIFE,23,STUNSPORE,25,PSYBEAM,29,SLEEPPOWDER,31,GUST,37,SIGNALBEAM,41,ZENHEADBUTT,47,POISONFANG,55,PSYCHIC,59,BUGBUZZ,63,QUIVERDANCE;BUG;;70;POISON
DIGLETT;;31;ANCIENTPOWER,ASTONISH,BEATUP,ENDURE,FEINTATTACK,FINALGAMBIT,HEADBUTT,MEMENTO,MUDBOMB,PURSUIT,REVERSAL,SCREECH,UPROAR;50;Diglett;Medium;255;SANDFORCE;0,0,0,1,0,0;50,134;SOFTSAND;Field;Mole;0;5355;0;;0.5;DUGTRIO,Level,26;Diglett are raised in most farms. The reason is simple--wherever they burrow, the soil is left perfectly tilled for growing delicious crops.;53;;SANDVEIL,ARENATRAP;Cave;0.8;Brown;10,55,25,95,35,45;0.2;5;1,SCRATCH,1,SANDATTACK,4,GROWL,7,ASTONISH,12,MUDSLAP,15,MAGNITUDE,18,BULLDOZE,23,SUCKERPUNCH,26,MUDBOMB,29,EARTHPOWER,34,DIG,37,SLASH,40,EARTHQUAKE,45,FISSURE;GROUND;;70;
DUGTRIO;;24;;51;Dugtrio;Medium;50;SANDFORCE;0,0,0,2,0,0;51,135;SOFTSAND;Field;Mole;0;5355;0;;0.5;;Because the triplets originally split from one body, they think exactly alike. They work cooperatively to burrow endlessly through the ground.;142;;SANDVEIL,ARENATRAP;Cave;33.3;Brown;35,80,50,120,50,70;0.7;11;1,NIGHTSLASH,1,TRIATTACK,1,SCRATCH,1,SANDATTACK,1,GROWL,4,GROWL,7,ASTONISH,12,MUDSLAP,15,MAGNITUDE,18,BULLDOZE,23,SUCKERPUNCH,26,SANDTOMB,28,MUDBOMB,33,EARTHPOWER,40,DIG,45,SLASH,50,EARTHQUAKE,57,FISSURE;GROUND;;70;
MEOWTH;;19;AMNESIA,ASSIST,CHARM,FLAIL,FOULPLAY,HYPNOSIS,IRONTAIL,LASTRESORT,ODORSLEUTH,PUNISHMENT,SNATCH,SPITE,TAILWHIP;52;Meowth;Medium;255;UNNERVE;0,0,0,1,0,0;52,138;QUICKCLAW;Field;Scratch Cat;0;5355;0;;0.5;PERSIAN,Level,28;Meowth withdraw their sharp claws into their paws to silently sneak about. For some reason, this Pokemon loves shiny coins that glitter with light.;58;;PICKUP,TECHNICIAN;Urban;4.2;Yellow;40,45,35,90,40,40;0.4;8;1,SCRATCH,1,GROWL,6,BITE,9,FAKEOUT,14,FURYSWIPES,17,SCREECH,22,FEINTATTACK,25,TAUNT,30,PAYDAY,33,SLASH,38,NASTYPLOT,41,ASSURANCE,46,CAPTIVATE,49,NIGHTSLASH,54,FEINT;NORMAL;;70;
PERSIAN;;18;;53;Persian;Medium;90;UNNERVE;0,0,0,2,0,0;53,139;QUICKCLAW;Field;Classy Cat;0;5355;0;;0.5;;A Persian's six bold whiskers sense air movements to determine what is in its vicinity. It becomes docile if grabbed by the whiskers.;154;;LIMBER,TECHNICIAN;Urban;32.0;Yellow;65,70,60,115,65,65;1.0;8;1,SWITCHEROO,1,SCRATCH,1,GROWL,1,BITE,1,FAKEOUT,6,BITE,9,FAKEOUT,14,FURYSWIPES,17,SCREECH,22,FEINTATTACK,25,TAUNT,28,SWIFT,32,POWERGEM,37,SLASH,44,NASTYPLOT,49,ASSURANCE,56,CAPTIVATE,61,NIGHTSLASH,68,FEINT;NORMAL;;70;
PSYDUCK;;21;CONFUSERAY,CROSSCHOP,ENCORE,FORESIGHT,FUTURESIGHT,HYPNOSIS,MUDBOMB,PSYBEAM,REFRESH,SECRETPOWER,SLEEPTALK,SYNCHRONOISE,YAWN;54;Psyduck;Medium;190;SWIFTSWIM;0,0,0,0,1,0;54,140;;Water1,Field;Duck;0;5355;0;;0.5;GOLDUCK,Level,33;When its headache intensifies, it starts using strange powers. However, it has no recollection of its powers, so it always looks befuddled and bewildered.;64;;DAMP,CLOUDNINE;WatersEdge;19.6;Yellow;50,52,48,55,65,50;0.8;6;1,WATERSPORT,1,SCRATCH,4,TAILWHIP,8,WATERGUN,11,DISABLE,15,CONFUSION,18,WATERPULSE,22,FURYSWIPES,25,SCREECH,29,ZENHEADBUTT,32,AQUATAIL,36,SOAK,39,PSYCHUP,43,AMNESIA,46,HYDROPUMP,50,WONDERROOM;WATER;;70;
GOLDUCK;;15;;55;Golduck;Medium;75;SWIFTSWIM;0,0,0,0,2,0;55,141;;Water1,Field;Duck;0;5355;0;;0.5;;A Golduck is an adept swimmer. It sometimes joins competitive swimmers in training. It uses psychic powers when its forehead shimmers with light.;175;;DAMP,CLOUDNINE;WatersEdge;76.6;Blue;80,82,78,85,95,80;1.7;6;1,AQUAJET,1,WATERSPORT,1,SCRATCH,1,TAILWHIP,1,WATERGUN,4,TAILWHIP,8,WATERGUN,11,DISABLE,15,CONFUSION,18,WATERPULSE,22,FURYSWIPES,25,SCREECH,29,ZENHEADBUTT,32,AQUATAIL,38,SOAK,43,PSYCHUP,49,AMNESIA,54,HYDROPUMP,60,WONDERROOM;WATER;;70;
MANKEY;;22;BEATUP,CLOSECOMBAT,COUNTER,ENCORE,FOCUSPUNCH,FORESIGHT,MEDITATE,REVENGE,REVERSAL,SLEEPTALK,SMELLINGSALTS;56;Mankey;Medium;190;DEFIANT;0,1,0,0,0,0;56,136;PAYAPABERRY;Field;Pig Monkey;0;5355;0;;0.5;PRIMEAPE,Level,28;When it starts shaking and its nasal breathing turns rough, it's a sure sign of anger. However, since this happens instantly, there is no time to flee.;61;;VITALSPIRIT,ANGERPOINT;Mountain;28.0;Brown;40,80,35,70,35,45;0.5;6;1,COVET,1,SCRATCH,1,LOWKICK,1,LEER,1,FOCUSENERGY,9,FURYSWIPES,13,KARATECHOP,17,SEISMICTOSS,21,SCREECH,25,ASSURANCE,33,SWAGGER,37,CROSSCHOP,41,THRASH,45,PUNISHMENT,49,CLOSECOMBAT,53,FINALGAMBIT;FIGHTING;;70;
PRIMEAPE;;16;;57;Primeape;Medium;75;DEFIANT;0,2,0,0,0,0;57,137;PAYAPABERRY;Field;Pig Monkey;0;5355;0;;0.5;;When it becomes furious, its blood circulation becomes more robust, and its muscles are made stronger. But it also becomes much less intelligent.;159;;VITALSPIRIT,ANGERPOINT;Mountain;32.0;Brown;65,105,60,95,60,70;1.0;6;1,FLING,1,SCRATCH,1,LOWKICK,1,LEER,1,FOCUSENERGY,9,FURYSWIPES,13,KARATECHOP,17,SEISMICTOSS,21,SCREECH,25,ASSURANCE,28,RAGE,35,SWAGGER,41,CROSSCHOP,47,THRASH,53,PUNISHMENT,59,CLOSECOMBAT,63,FINALGAMBIT;FIGHTING;;70;
GROWLITHE;;19;BODYSLAM,CLOSECOMBAT,COVET,CRUNCH,DOUBLEKICK,DOUBLEEDGE,FIRESPIN,FLAREBLITZ,HEATWAVE,HOWL,IRONTAIL,MORNINGSUN,THRASH;58;Growlithe;Slow;190;JUSTIFIED;0,1,0,0,0,0;58,129;RAWSTBERRY;Field;Puppy;0;5355;0;;0.25;ARCANINE,Item,FIRESTONE;Its superb sense of smell ensures that this Pokemon won't forget any scent, no matter what. It uses its sense of smell to detect the emotions of others.;70;RAWSTBERRY;INTIMIDATE,FLASHFIRE;Grassland;19.0;Brown;55,70,45,60,70,50;0.7;8;1,BITE,1,ROAR,6,EMBER,8,LEER,10,ODORSLEUTH,12,HELPINGHAND,17,FLAMEWHEEL,19,REVERSAL,21,FIREFANG,23,TAKEDOWN,28,FLAMEBURST,30,AGILITY,32,RETALIATE,34,FLAMETHROWER,39,CRUNCH,41,HEATWAVE,43,OUTRAGE,45,FLAREBLITZ;FIRE;RAWSTBERRY;70;
ARCANINE;;9;;59;Arcanine;Slow;75;JUSTIFIED;0,2,0,0,0,0;59,130;RAWSTBERRY;Field;Legendary;0;5355;0;;0.25;;This fleet-footed Pokemon is said to run over 6,200 miles in a single day and night. The fire that blazes wildly within its body is its source of power.;194;RAWSTBERRY;INTIMIDATE,FLASHFIRE;Grassland;155.0;Brown;90,110,80,95,100,80;1.9;8;1,THUNDERFANG,1,BITE,1,ROAR,1,FIREFANG,1,ODORSLEUTH,34,EXTREMESPEED;FIRE;RAWSTBERRY;70;
POLIWAG;;26;BUBBLEBEAM,ENCORE,ENDEAVOR,ENDURE,HAZE,ICEBALL,MINDREADER,MIST,MUDSHOT,REFRESH,SPLASH,WATERPULSE,WATERSPORT;60;Poliwag;Parabolic;255;SWIFTSWIM;0,0,0,1,0,0;60,72;;Water1;Tadpole;0;5355;0;;0.5;POLIWHIRL,Level,25;It is possible to see this Pokemon's spiral innards right through its thin skin. However, the skin is also very flexible. Even sharp fangs bounce right off it.;60;;WATERABSORB,DAMP;WatersEdge;12.4;Blue;40,50,40,90,40,40;0.6;7;1,WATERSPORT,5,BUBBLE,8,HYPNOSIS,11,WATERGUN,15,DOUBLESLAP,18,RAINDANCE,21,BODYSLAM,25,BUBBLEBEAM,28,MUDSHOT,31,BELLYDRUM,35,WAKEUPSLAP,38,HYDROPUMP,41,MUDBOMB;WATER;;70;
POLIWHIRL;;22;;61;Poliwhirl;Parabolic;120;SWIFTSWIM;0,0,0,2,0,0;61,73;KINGSROCK;Water1;Tadpole;0;5355;0;;0.5;POLIWRATH,Item,WATERSTONE,POLITOED,TradeItem,KINGSROCK;Its body surface is always wet and slick with an oily fluid. Because of this greasy covering, it can easily slip and slide out of the clutches of any enemy in battle.;135;;WATERABSORB,DAMP;WatersEdge;20.0;Blue;65,65,65,90,50,50;1.0;12;1,WATERSPORT,1,BUBBLE,1,HYPNOSIS,5,BUBBLE,8,HYPNOSIS,11,WATERGUN,15,DOUBLESLAP,18,RAINDANCE,21,BODYSLAM,27,BUBBLEBEAM,32,MUDSHOT,37,BELLYDRUM,43,WAKEUPSLAP,48,HYDROPUMP,53,MUDBOMB;WATER;;70;
POLIWRATH;;18;;62;Poliwrath;Parabolic;45;SWIFTSWIM;0,0,3,0,0,0;62,74;KINGSROCK;Water1;Tadpole;0;5355;0;;0.5;;Its highly developed muscles never grow fatigued, however much it exercises. This Pokemon can swim back and forth across the Pacific Ocean without effort.;225;;WATERABSORB,DAMP;WatersEdge;54.0;Blue;90,85,95,70,70,90;1.3;12;1,BUBBLEBEAM,1,HYPNOSIS,1,DOUBLESLAP,1,SUBMISSION,32,DYNAMICPUNCH,43,MINDREADER,53,CIRCLETHROW;WATER;;70;FIGHTING
ABRA;;22;BARRIER,ENCORE,FIREPUNCH,GUARDSPLIT,GUARDSWAP,ICEPUNCH,KNOCKOFF,POWERTRICK,SKILLSWAP,THUNDERPUNCH;63;Abra;Parabolic;200;MAGICGUARD;0,0,0,0,1,0;63,89;TWISTEDSPOON;Humanlike;Psi;0;5355;0;;0.25;KADABRA,Level,16;A Pokemon that sleeps 18 hours a day. Observation revealed that it uses Teleport to change its location once every hour.;62;;SYNCHRONIZE,INNERFOCUS;Urban;19.5;Brown;25,20,15,90,105,55;0.9;6;1,TELEPORT;PSYCHIC;;70;
KADABRA;;13;;64;Kadabra;Parabolic;100;MAGICGUARD;0,0,0,0,2,0;64,90;TWISTEDSPOON;Humanlike;Psi;0;5355;0;;0.25;ALAKAZAM,Trade,;It is rumored that a boy with psychic abilities suddenly transformed into Kadabra while he was assisting research into extrasensory powers.;140;;SYNCHRONIZE,INNERFOCUS;Urban;56.5;Brown;40,35,30,105,120,70;1.3;6;1,TELEPORT,1,KINESIS,1,CONFUSION,16,CONFUSION,18,DISABLE,22,MIRACLEEYE,24,ALLYSWITCH,28,PSYBEAM,30,REFLECT,34,TELEKINESIS,36,RECOVER,40,PSYCHOCUT,42,ROLEPLAY,46,PSYCHIC,48,FUTURESIGHT,52,TRICK;PSYCHIC;;70;
ALAKAZAM;;12;;65;Alakazam;Parabolic;50;MAGICGUARD;0,0,0,0,3,0;65,91;TWISTEDSPOON;Humanlike;Psi;0;5355;0;;0.25;;While it has strong psychic abilities and high intelligence, an Alakazam's muscles are very weak. It uses psychic power to move its body.;221;;SYNCHRONIZE,INNERFOCUS;Urban;48.0;Brown;55,50,45,120,135,85;1.5;12;1,TELEPORT,1,KINESIS,1,CONFUSION,16,CONFUSION,18,DISABLE,22,MIRACLEEYE,24,ALLYSWITCH,28,PSYBEAM,30,REFLECT,34,TELEKINESIS,36,RECOVER,40,PSYCHOCUT,42,CALMMIND,46,PSYCHIC,48,FUTURESIGHT,52,TRICK;PSYCHIC;;70;
MACHOP;;17;BULLETPUNCH,CLOSECOMBAT,COUNTER,ENCORE,FIREPUNCH,HEAVYSLAM,ICEPUNCH,KNOCKOFF,MEDITATE,POWERTRICK,ROLLINGKICK,SMELLINGSALTS,THUNDERPUNCH,TICKLE;66;Machop;Parabolic;180;STEADFAST;0,1,0,0,0,0;66,142;;Humanlike;Superpower;0;5355;0;;0.25;MACHOKE,Level,28;It continually undertakes strenuous training to master all forms of martial arts. Its strength lets it easily hoist a sumo wrestler onto its shoulders.;61;;GUTS,NOGUARD;Mountain;19.5;Gray;70,80,50,35,35,35;0.8;6;1,LOWKICK,1,LEER,7,FOCUSENERGY,10,KARATECHOP,13,LOWSWEEP,19,FORESIGHT,22,SEISMICTOSS,25,REVENGE,31,VITALTHROW,34,SUBMISSION,37,WAKEUPSLAP,43,CROSSCHOP,46,SCARYFACE,49,DYNAMICPUNCH;FIGHTING;;70;
MACHOKE;;12;;67;Machoke;Parabolic;90;STEADFAST;0,2,0,0,0,0;67,143;;Humanlike;Superpower;0;5355;0;;0.25;MACHAMP,Trade,;A belt is worn by a Machoke to keep its overwhelming power under control. Because it is so dangerous, no one has ever removed the belt.;142;;GUTS,NOGUARD;Mountain;70.5;Gray;80,100,70,45,50,60;1.5;12;1,LOWKICK,1,LEER,1,FOCUSENERGY,1,KARATECHOP,7,FOCUSENERGY,10,KARATECHOP,13,LOWSWEEP,19,FORESIGHT,22,SEISMICTOSS,25,REVENGE,32,VITALTHROW,36,SUBMISSION,40,WAKEUPSLAP,44,CROSSCHOP,51,SCARYFACE,55,DYNAMICPUNCH;FIGHTING;;70;
MACHAMP;;5;;68;Machamp;Parabolic;45;STEADFAST;0,3,0,0,0,0;68,144;;Humanlike;Superpower;0;5355;0;;0.25;;It is impossible to defend against punches and chops doled out by its four arms. Its fighting spirit flares up when it faces a tough opponent.;227;;GUTS,NOGUARD;Mountain;130.0;Gray;90,130,80,55,65,85;1.6;12;1,WIDEGUARD,1,LOWKICK,1,LEER,1,FOCUSENERGY,1,KARATECHOP,7,FOCUSENERGY,10,KARATECHOP,13,LOWSWEEP,19,FORESIGHT,22,SEISMICTOSS,25,REVENGE,32,VITALTHROW,36,SUBMISSION,40,WAKEUPSLAP,44,CROSSCHOP,51,SCARYFACE,55,DYNAMICPUNCH;FIGHTING;;70;
BELLSPROUT;;22;BULLETSEED,CLEARSMOG,ENCORE,GIGADRAIN,INGRAIN,LEECHLIFE,MAGICALLEAF,NATURALGIFT,POWERWHIP,SYNTHESIS,TICKLE,WEATHERBALL,WORRYSEED;69;Bellsprout;Parabolic;255;GLUTTONY;0,1,0,0,0,0;69,64;;Grass;Flower;0;5355;0;;0.5;WEEPINBELL,Level,21;A Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, it leaks a fluid that melts even iron.;60;;CHLOROPHYLL;Forest;4.0;Green;50,75,35,40,70,30;0.7;12;1,VINEWHIP,7,GROWTH,11,WRAP,13,SLEEPPOWDER,15,POISONPOWDER,17,STUNSPORE,23,ACID,27,KNOCKOFF,29,SWEETSCENT,35,GASTROACID,39,RAZORLEAF,41,SLAM,47,WRINGOUT;GRASS;;70;POISON
WEEPINBELL;;21;;70;Weepinbell;Parabolic;120;GLUTTONY;0,2,0,0,0,0;70,65;;Grass;Flycatcher;0;5355;0;;0.5;VICTREEBEL,Item,LEAFSTONE;At night, a Weepinbell hangs on to a tree branch with its hooked rear and sleeps. If it moves around in its sleep, it may wake up to find itself on the ground.;137;;CHLOROPHYLL;Forest;6.4;Green;65,90,50,55,85,45;1.0;5;1,VINEWHIP,1,GROWTH,1,WRAP,7,GROWTH,11,WRAP,13,SLEEPPOWDER,15,POISONPOWDER,17,STUNSPORE,23,ACID,27,KNOCKOFF,29,SWEETSCENT,35,GASTROACID,39,RAZORLEAF,41,SLAM,47,WRINGOUT;GRASS;;70;POISON
VICTREEBEL;;14;;71;Victreebel;Parabolic;45;GLUTTONY;0,3,0,0,0,0;71,66;;Grass;Flycatcher;0;5355;0;;0.5;;The long vine extending from its head is waved about as if it were a living thing to attract prey. When an unsuspecting victim approaches, it is swallowed whole.;216;;CHLOROPHYLL;Forest;15.5;Green;80,105,65,70,100,60;1.7;5;1,STOCKPILE,1,SWALLOW,1,SPITUP,1,VINEWHIP,1,SLEEPPOWDER,1,SWEETSCENT,1,RAZORLEAF,27,LEAFTORNADO,47,LEAFSTORM,47,LEAFBLADE;GRASS;;70;POISON
TENTACOOL;;15;ACUPRESSURE,AQUARING,AURORABEAM,BUBBLE,CONFUSERAY,HAZE,KNOCKOFF,MIRRORCOAT,MUDDYWATER,RAPIDSPIN,TICKLE;72;Tentacool;Slow;190;RAINDISH;0,0,0,0,0,1;72,164;POISONBARB;Water3;Jellyfish;8;5355;0;;0.5;TENTACRUEL,Level,30;Its body is almost entirely composed of water. It ensnares its foe with its two long tentacles, then stabs with the poison stingers at their tips.;67;;CLEARBODY,LIQUIDOOZE;Sea;45.5;Blue;40,40,35,70,50,100;0.9;10;1,POISONSTING,5,SUPERSONIC,8,CONSTRICT,12,ACID,15,TOXICSPIKES,19,BUBBLEBEAM,22,WRAP,26,ACIDSPRAY,29,BARRIER,33,WATERPULSE,36,POISONJAB,40,SCREECH,43,HEX,47,HYDROPUMP,50,SLUDGEWAVE,54,WRINGOUT;WATER;;70;POISON
TENTACRUEL;;13;;73;Tentacruel;Slow;60;RAINDISH;0,0,0,0,0,2;73,165;POISONBARB;Water3;Jellyfish;7;5355;0;;0.5;;It lives in complex rock formations on the ocean floor and traps prey using its 80 tentacles. Its red orbs glow when it grows excited or agitated.;180;;CLEARBODY,LIQUIDOOZE;Sea;55.0;Blue;80,70,65,100,80,120;1.6;10;1,POISONSTING,1,SUPERSONIC,1,CONSTRICT,5,SUPERSONIC,8,CONSTRICT,12,ACID,15,TOXICSPIKES,19,BUBBLEBEAM,22,WRAP,26,ACIDSPRAY,29,BARRIER,34,WATERPULSE,38,POISONJAB,43,SCREECH,47,HEX,52,HYDROPUMP,56,SLUDGEWAVE,61,WRINGOUT;WATER;;70;POISON
GEODUDE;;28;AUTOTOMIZE,BLOCK,CURSE,ENDURE,FLAIL,FOCUSPUNCH,HAMMERARM,MEGAPUNCH,ROCKCLIMB;74;Geodude;Parabolic;255;SANDVEIL;0,0,1,0,0,0;74,34;EVERSTONE;Mineral;Rock;15;4080;0;;0.5;GRAVELER,Level,25;It climbs mountain paths using only the power of its arms. Because they look just like boulders lining paths, hikers may step on them without noticing.;60;;ROCKHEAD,STURDY;Mountain;20.0;Brown;40,80,100,20,30,30;0.4;4;1,TACKLE,1,DEFENSECURL,4,MUDSPORT,8,ROCKPOLISH,11,ROCKTHROW,15,MAGNITUDE,18,ROLLOUT,22,ROCKBLAST,25,SMACKDOWN,29,SELFDESTRUCT,32,BULLDOZE,36,STEALTHROCK,39,EARTHQUAKE,43,EXPLOSION,46,DOUBLEEDGE,50,STONEEDGE;ROCK;;70;GROUND
GRAVELER;;22;;75;Graveler;Parabolic;120;SANDVEIL;0,0,2,0,0,0;75,35;EVERSTONE;Mineral;Rock;0;4080;0;;0.5;GOLEM,Trade,;They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles.;137;;ROCKHEAD,STURDY;Mountain;105.0;Brown;55,95,115,35,45,45;1.0;12;1,TACKLE,1,DEFENSECURL,1,MUDSPORT,1,ROCKPOLISH,4,MUDSPORT,8,ROCKPOLISH,11,ROCKTHROW,15,MAGNITUDE,18,ROLLOUT,22,ROCKBLAST,27,SMACKDOWN,31,SELFDESTRUCT,36,BULLDOZE,42,STEALTHROCK,47,EARTHQUAKE,53,EXPLOSION,58,DOUBLEEDGE,64,STONEEDGE;ROCK;;70;GROUND
